,Incident Name,County,Administrative Unit,Acres Burned,Crews Involved,Dozers,Engines,Fatalities,Helicopters,Injuries,Personnel Involved,Structures Damaged,Structures Destroyed,Structures Threatened,Water Tenders,Fire Started,Fire Extinguished,Longitude,Latitude,Incident ID
88,Silver Fire,Riverside,CAL FIRE Riverside Unit / San Bernardino National Forest,20292.0,63.0,20.0,201.0,0.0,20.0,26.0,2106.0,8.0,40.0,0.0,20.0,2013-08-07T14:05:00Z,2013-08-12T18:00:00Z,-116.90427,33.86157,c400203b-a7fd-4bd8-803a-f3c74bc32a2b
89,Sharp Fire,San Bernardino,Angeles National Forest,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-08T12:15:00Z,2013-08-13T23:45:00Z,-117.62,34.35,62eabea3-40be-497d-94e4-150f011b925f
90,Coyote Fire,Lassen,CAL FIRE Lassen-Modoc Unit,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-09T15:51:00Z,2013-08-12T09:30:00Z,-120.958126,40.88886,2b84c8a2-e2e8-45a2-9221-e8075608c218
91,Corral Complex,Humboldt,Six Rivers National Forest,12503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-10T11:40:00Z,2013-08-12T12:00:00Z,-123.488,41.035,f3dcbca8-f8ed-46d0-8f6e-9c7fc2fb03e6
92,American Fire,Placer,Tahoe National Forest,27440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-10T16:30:00Z,2013-08-30T08:00:00Z,-120.65,39.12,8213f5c7-34fa-403b-a4bc-da2ace6e6625
93,Cloverdale Fire,Shasta,CAL FIRE Shasta-Trinity Unit,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-14T15:37:00Z,2013-08-14T20:35:00Z,-122.48259,40.473356,0537a175-8fe9-4f5f-b56f-77848fa195f4
94,Cottonwood Fire,Siskiyou,CAL FIRE Siskiyou Unit,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-15T14:40:00Z,2013-08-15T17:00:00Z,-122.578393,41.923323,e16c204e-58d6-4f78-bc97-729b16ef9f83
95,Pierce Fire,Riverside,CAL FIRE/Riverside County Fire,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-16T13:31:00Z,2013-08-16T21:00:00Z,-116.10815,33.570291,f23f8148-6ec4-4885-9729-0dad7c744485
96,Union Fire,El Dorado,CAL FIRE Amador-El Dorado Unit,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-08-16T13:55:00Z,2013-08-16T17:55:00Z,-120.839075,38.682378,db009f8f-8b9d-44bb-a3f6-83f319c84d72
97,Swedes Fire,Butte,CAL FIRE Butte Unit,2264.0,33.0,28.0,95.0,0.0,20.0,5.0,1484.0,0.0,7.0,0.0,25.0,2013-08-16T16:37:00Z,2013-08-22T18:00:00Z,-121.38236,39.446268,0758e1c0-95ea-47e7-b5c1-5f3ea96bc664
98,Double Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,70.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2013-08-16T17:57:00Z,2013-08-18T18:30:00Z,-122.491894,39.013682,ae025ba5-8b5d-48de-ad5e-3037de3d18e9
99,Bridges Fire,Calaveras,CAL FIRE Tuolumne-Calaveras Unit,46.0,18.0,18.0,30.0,0.0,18.0,2.0,169.0,0.0,0.0,0.0,18.0,2013-08-17T10:11:00Z,2013-08-19T07:10:00Z,-120.45233,38.06231,10445e2c-979d-49a2-82c2-c3789bd2449a
100,Rim Fire,Tuolumne,Stanislaus National Forest/Yosemite National Park,257314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-17T15:25:00Z,2013-09-06T18:30:00Z,-120.086,37.857,5fb18d4d-213f-4d83-a179-daaf11939e78
101,Cleghorn Fire,San Bernardino,San Bernardino National Forest,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-17T17:25:00Z,2013-08-18T20:55:00Z,-117.451,34.287,c7f05927-66a4-403c-9048-aeb42eca0211
102,Plumas Lightning Complex (Hough),Plumas,Plumas National Forest,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-18T18:30:00Z,2013-08-25T13:15:00Z,-120.764666,40.00842,5015b3c2-2bae-4cce-9bf8-f1b25b0ce1e6
103,Shirley Fire,Kern,Sequoia National Forest,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-18T23:12:00Z,2013-08-24T13:45:00Z,-118.588,35.707,5421868e-52ba-4737-8169-325e0aa040e4
104,Burney Lightning Series (Warner Fire),Shasta,CAL FIRE Shasta Unit ,196.0,24.0,24.0,31.0,0.0,24.0,0.0,347.0,0.0,0.0,0.0,24.0,2013-08-19T17:48:00Z,2013-08-23T19:15:00Z,-121.3754,40.5445,f21a41c6-0905-4531-9bdf-2456d0051eed
105,Gobblers Fire,San Bernardino,San Bernardino National Forest,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-20T13:32:00Z,2013-08-20T13:32:00Z,-117.598,34.302,b202bd85-c5ef-4bdf-8270-d556f95c3742
106,Deer Fire,Tehama,CAL FIRE Tehama-Glenn Unit,11429.0,30.0,3.0,36.0,0.0,5.0,5.0,898.0,0.0,0.0,0.0,8.0,2013-08-23T14:15:00Z,2013-08-29T16:45:00Z,-121.85397,40.04263,956dbcf6-db40-4b61-b235-4ede14738f1e
107,Fish Fire,Tulare,Sequoia National Forest,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-24T14:31:00Z,2013-09-24T20:15:00Z,-118.444,36.208,a4de6058-c68c-4924-bfb5-dc8ecc3b54c0
108,Empire Fire,El Dorado,CAL FIRE Amador-El Dorado Unit,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-24T14:54:00Z,2013-08-24T11:45:00Z,-120.84716,38.89555,fea7802f-ba70-450a-9ad1-96e2751293a9
109,Little Fire,San Bernardino,San Bernardino National Forest,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-24T15:09:00Z,2013-08-30T08:00:00Z,-116.706,33.642,b5109726-5e91-4c10-96f8-2a5bb72e5a59
110,Tyler Fire,Nevada,CAL FIRE Nevada-Yuba-Placer Unit,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-31T14:42:00Z,2013-08-31T21:30:00Z,-121.107022,39.333401,1476673c-df55-4c39-b117-d9d067f8a020
111,Centerville Fire,Butte,CAL FIRE Butte Unit,80.0,2.0,0.0,10.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,2013-08-31T17:23:00Z,2013-09-01T18:00:00Z,-121.713938,39.731878,dd374f36-e7cb-4a48-91ee-e8be101e0f88
112,Davis Creek Complex,Modoc,Modoc National Forest ,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-05T15:57:00Z,2013-09-24T20:15:00Z,-120.375,41.73325,308ce8d5-67c8-4edb-9e2f-bf6295f98d7e
113,Chestnut Fire,San Mateo,CAL FIRE San Mateo-Santa Cruz Unit,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-07T13:55:00Z,2013-09-07T20:00:00Z,-122.427285,37.667295,b30ee931-f349-4d21-a38a-d346c516b104
114,Rail Fire,Modoc,Modoc National Forest,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-07T17:30:00Z,2013-09-05T21:00:00Z,-120.959,41.569,0875cf4e-9948-45ed-a76d-d74564319b49
115,Angora Fire,Tulare,Sequoia National Forest,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-08T11:53:00Z,2013-09-24T20:15:00Z,-118.459,36.258,d332a628-6290-4e91-b8d0-4dc663b80c38
116,Morgan Fire,Contra Costa,CAL FIRE Santa-Clara Unit,3111.0,8.0,5.0,3.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,4.0,2013-09-08T13:08:00Z,2013-09-14T17:30:00Z,-121.882582,37.90757,e33b2d80-7fec-4470-9e79-440d349b0d95
117,Clover Fire,Shasta,CAL FIRE Shasta-Trinity Unit,8073.0,12.0,3.0,30.0,0.0,0.0,6.0,342.0,10.0,201.0,0.0,0.0,2013-09-09T12:32:00Z,2013-09-15T07:30:00Z,-122.535496,40.498332,92af9783-eda9-4186-afe9-447f61a92636
118,Lyon Fire,San Diego,CAL FIRE San Diego Unit / Cleveland National Forest,263.0,4.0,0.0,15.0,0.0,1.0,2.0,294.0,0.0,0.0,176.0,4.0,2013-09-09T13:09:00Z,2013-09-12T18:15:00Z,-116.746023,32.710918,f6f6fefa-ac4e-466f-815e-492416e37b98
119,Liveoak Fire,San Bernardino,CAL FIRE San Bernardino Unit,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-11T16:57:00Z,2013-09-12T08:45:00Z,-117.106075,34.003151,31f21c59-8a94-4b17-91aa-88ca14817162
120,Lakeshore Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-15T19:45:00Z,2013-09-15T17:14:00Z,-122.683,38.9777,51e00abb-53d0-4014-9224-2a853b1d6bcf
121,Madre Fire,Los Angeles,Angeles National Forest/Los Angeles County Fire,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-23T18:00:00Z,2013-09-28T08:00:00Z,-117.908,34.149,eb5a3f2a-0c25-417a-af78-bb0d643247c7
122,Creek Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-24T03:20:00Z,2013-09-24T17:30:00Z,-120.8358,35.4393,ac469123-da14-4821-b824-c6cf66138514
123,Sierra Fire,San Bernardino,San Bernardino National Forest/CAL FIRE San Bernardino Unit,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-24T15:51:00Z,2013-09-30T08:30:00Z,-117.417,34.2,f7358513-329f-4dba-8980-4cd3a19b469a
124,Highland Fire,Mendocino,CAL FIRE Mendocino Unit,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-28T13:57:00Z,2013-09-29T18:15:00Z,-122.966,38.9252,b20a2031-12c9-4e9c-9f44-ac82c26e6c66
125,Putah Fire,Napa,CAL FIRE Sonoma-Lake-Napa Unit,376.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2013-10-03T20:33:00Z,2013-10-04T16:55:00Z,-122.289,38.628,1f94fce5-49a5-4220-bc99-f003ab4d3e60
126,Crane Fire,Sonoma,CAL FIRE Sonoma-Lake-Napa Unit,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-04T12:25:00Z,2013-10-05T07:45:00Z,-122.6503,38.34599,1460f2d9-853b-4901-bed3-ac196e00bb3a
127,Summit Fire,Butte,CAL FIRE Butte Unit,305.0,4.0,1.0,15.0,0.0,1.0,0.0,259.0,0.0,4.0,0.0,3.0,2013-10-04T17:37:00Z,2013-10-05T22:00:00Z,-121.497,39.439,d922e7c8-814a-412b-a40b-53072d0983ea
128,DeLuz Fire,San Diego,Camp Pendleton Marine Corps Base,2236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-05T12:45:00Z,2013-10-09T19:00:00Z,-117.3092,33.341,9fb847ce-44c7-4a11-a733-a6cc82838671
129,Baker Fire,Orange,Orange County Fire Authority,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-06T10:52:00Z,2013-10-09T08:00:00Z,-117.6649,33.7655,9a110003-2f4c-4ac7-a3e5-b4e713f8d1fe
130,Capay Fire,Yolo,CAL FIRE Sonoma-Lake-Napa Unit,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-04T11:41:00Z,2013-11-04T15:35:00Z,-122.08725,38.67479,0aa08938-eaab-4a60-8891-946197328f94
131,Dersch Fire,Shasta,CAL FIRE Shasta-Trinity Unit,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-07T16:10:00Z,2013-11-07T19:45:00Z,-122.140914,40.483662,29a2efda-c28f-4a41-9c6d-8cb8f763d464
132,Toro Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,51.0,5.0,3.0,15.0,0.0,2.0,0.0,219.0,0.0,0.0,0.0,0.0,2013-11-08T10:30:00Z,2013-11-09T17:00:00Z,-120.751555,35.457978,587c03e3-4831-47c1-8c03-c08176e91b11
133,Cantwell Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,120.0,10.0,6.0,30.0,0.0,0.0,0.0,285.0,0.0,1.0,0.0,3.0,2013-11-08T13:42:00Z,2013-11-10T18:30:00Z,-122.567525,38.882214,20ba8b6b-78d4-46a7-995b-d8fa38cbf3b8
134,Wheeler Fire,Ventura,Ventura County Fire Department,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-14T11:05:00Z,2013-11-15T16:00:00Z,-119.13249,34.384,0adb968c-eb85-41c5-8e08-04c0ec386c79
135,Silverado Fire,Napa,CAL FIRE Sonoma-Lake-Napa Unit,190.0,6.0,0.0,15.0,0.0,0.0,0.0,150.0,0.0,1.0,0.0,3.0,2013-11-21T21:39:00Z,2013-11-23T18:30:00Z,-122.311,38.382,79d476e5-0b4d-48e2-a105-2bba5c1140e9
136,McCabe Fire,Sonoma,CAL FIRE Sonoma-Lake-Napa Unit,3505.0,8.0,0.0,5.0,0.0,0.0,6.0,188.0,0.0,1.0,0.0,0.0,2013-11-22T02:04:00Z,2013-11-27T18:15:00Z,-122.8498,38.8167,b4bc1480-cbb8-4ef2-8d5f-88a496d21d10
137,Retek Fire,Mendocino,CAL FIRE Mendocino Unit,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-22T10:06:00Z,2013-11-22T17:30:00Z,-123.1478,39.0442,e9e43213-b2fc-47bc-92cd-117ccd6e4780
138,Bruner Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-23T12:04:00Z,2013-11-24T08:45:00Z,-122.7656,39.0448,3f3e234c-04e1-4941-a79f-23ddc419bf59
139,Dam Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-23T14:17:00Z,2013-11-24T18:45:00Z,-122.5818,38.9289,720f1d0a-81b7-4a00-85db-be3d9587ea3e
140,Grant Fire,Santa Clara,CAL FIRE Santa Clara Unit,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-31T05:30:00Z,2013-12-31T16:00:00Z,-121.717706,37.342186,7a168690-06e5-4056-97c8-73b834204744
141,Campbell Fire,Tehama,Lassen National Forest,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-02T20:00:00Z,2014-01-10T18:30:00Z,-121.790183,40.134597,353e7df7-440c-4c41-a27c-b35bb1e2831c
142,Red Fire,Humboldt,CAL FIRE Humboldt Del-Norte Unit,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-04T12:00:00Z,2014-01-08T19:15:00Z,-123.773779,40.884415,6d75c6a4-12cb-4f18-8951-f2737e980916
143,Colby Fire,Los Angeles,Angeles National Forest and LA County Fire Department,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-16T05:50:00Z,2014-01-27T10:00:00Z,-117.8816,34.1703,1fe0ea01-23e8-47a1-8fbd-ced6cf655e4d
144,Lake Fire,Fresno,CAL FIRE Fresno-Kings Unit,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-25T06:37:00Z,2014-01-26T18:00:00Z,-119.3415,36.8266,d529636e-33d0-484b-9c6f-093ba33736b7
145,Gun Fire,San Diego,USFS - Cleveland National Forest,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-08T12:30:00Z,2014-03-11T11:00:00Z,-116.49,32.81,a67fe9bc-b8ec-4ed1-a2e8-06623aab7039
146,Encinal Fire,Monterey,CAL FIRE San Benito-Monterey Unit,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-19T16:45:00Z,2014-03-21T18:00:00Z,-121.4819,36.6313,cb580f06-5d43-46aa-8b2c-f2b5a21eff02
147,Van Buren Fire,Riverside,CAL FIRE / Riverside County Fire,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-28T14:31:00Z,2014-03-29T17:15:00Z,-116.1985,33.5982,edff6f87-80b8-4c0d-8f6a-45c6e798b7fa
148,Bridges Fire,Inyo,CAL FIRE San Bernardino Unit,113.0,11.0,1.0,12.0,0.0,2.0,0.0,256.0,0.0,0.0,0.0,0.0,2014-04-19T15:54:00Z,2014-04-21T19:15:00Z,-118.352,37.399,1faad916-32b9-4cd0-94b8-dacfe71fa9f8
149,Etiwanda Fire,San Bernardino,CAL FIRE San Bernardino / USFS / Rancho Cucamonga Fire,2143.0,22.0,0.0,25.0,0.0,0.0,3.0,583.0,1.0,0.0,0.0,8.0,2014-04-30T08:00:00Z,2014-05-05T17:30:00Z,-117.547374,34.169346,13bfff2c-cb2f-4ed9-a7f8-6985646a2d5d
150,San Lucas Fire,Monterey,CAL FIRE San Benito-Monterey Unit,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-30T14:25:00Z,2014-05-01T19:00:00Z,-121.117,36.103,91c3081d-33b4-46f2-8774-032c57f0f6a2
151,Jacumba Fire,San Diego,CAL FIRE San Diego Unit,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-05T16:36:00Z,2014-05-06T10:20:00Z,-116.222,32.665,d5cb2477-6627-4ef6-bab1-d0eecc4ad12a
152,Bernardo Fire,San Diego,CAL FIRE San Diego Unit/San Diego City Fire/Rancho Santa Fe Fire District,1548.0,4.0,0.0,0.0,0.0,0.0,3.0,211.0,0.0,0.0,50.0,0.0,2014-05-13T11:00:00Z,2014-05-17T20:14:00Z,-117.133,33.003,9e5ee790-ee7e-4b40-b300-7a3046901162
153,Miguelito Fire,Santa Barbara,Santa Barbara County Fire,632.0,10.0,1.0,10.0,0.0,1.0,0.0,548.0,0.0,0.0,1200.0,3.0,2014-05-13T14:00:00Z,2014-05-19T09:20:00Z,-120.454,34.609,d08b0c4e-35d3-43fb-8af8-1756b1789172
154,Tomahawk Fire,San Diego,Marine Corps Base Camp Pendleton,5367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-14T09:45:00Z,2014-05-19T09:20:00Z,-117.284889,33.3529,2b35bd0d-169f-4a81-835b-13bf527031a6
155,Poinsettia Fire,San Diego,Carlsbad Fire Department,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-14T10:30:00Z,2014-05-17T00:00:00Z,-117.279,33.1109,cc18296d-573a-4737-8e4e-1221d75d1e7b
156,Highway Fire,San Diego,CAL FIRE San Diego Unit,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-14T13:00:00Z,2014-05-15T18:30:00Z,-117.162,33.312,ebea3cc2-c0ad-4de2-829a-0b544183461b
157,Fiddler Fire,Shasta,CAL FIRE Shasta-Trinity Unit,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-14T14:00:00Z,2014-05-15T11:30:00Z,-122.721,40.39,2c241790-d062-4b15-9a25-8e511c0febab
158,Cocos Fire,San Diego,San Marcos Fire / CAL FIRE San Diego Unit / Elfin Forest Fire Dept,1995.0,13.0,1.0,21.0,0.0,0.0,3.0,514.0,0.0,40.0,0.0,2.0,2014-05-14T16:00:00Z,2014-05-22T18:15:00Z,-117.1599,33.1137,1b1cba8f-7893-4eea-82d9-dc78663fd911
159,San Mateo Fire,San Diego,Marine Corps Base Camp Pendleton,1457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-16T11:24:00Z,2014-05-20T23:30:00Z,-117.550567,33.417572,b0b5efed-3edc-4a4b-97c8-95a79d12d0c6
160,Indian Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-25T12:20:00Z,2014-05-26T08:45:00Z,-122.5983,39.1647,b454456c-1fa9-4766-b179-6df36b4d844b
161,59 Fire,Tuolumne,CAL FIRE Tuolumne-Calaveras Unit,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-04T11:45:00Z,2014-06-05T20:00:00Z,-120.45087,37.76617,1a0bbf7e-7f9b-4359-9c91-85dec2e2869a
162,Hetch Hetchy Fire,Tuolumne,CAL FIRE Tuolumne-Calaveras Unit,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-05T13:04:00Z,2014-06-06T09:30:00Z,-120.452,37.787,b5d32131-cf00-4e34-9e08-b74d68a3174f
163,Morgan Fire,Fresno,CAL FIRE Fresno-Kings Unit,40.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2014-06-09T15:15:00Z,2014-06-11T07:30:00Z,-119.525506,36.991825,857e832f-17bd-4ad2-8789-99b003187049
164,Haigh Fire,Mariposa,CAL FIRE Madera-Mariposa-Merced Unit,130.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,4.0,2014-06-10T15:11:00Z,2014-06-13T18:30:00Z,-120.197,37.7103,50567f4a-c56d-4d73-9855-f5d81fa74025
165,Hall Fire,Fresno,CAL FIRE Fresno-Kings Unit,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-11T07:30:00Z,2014-06-09T19:15:00Z,-119.241493,36.742747,ccc2ec2b-4941-4bbd-ae60-be6706d97f13
166,Norman Fire,Solano,CAL FIRE Sonoma-Lake-Napa Unit,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-12T14:29:00Z,2014-06-13T08:00:00Z,38.453,121.999,45cf54ae-c166-4f81-816f-2e0ef959a56e
167,Tehama Fire,Tehama,CAL FIRE Tehama-Glenn Unit,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-13T12:23:00Z,2014-06-13T13:50:00Z,-122.345078,40.009827,724209e0-12b0-4d49-b798-8ccacf95e668
168,Shirley Fire,Kern,Sequoia National Forest,3895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-13T17:00:00Z,2014-06-20T08:30:00Z,-118.555527,35.70683,8ede9823-938e-4786-97b8-a0f42b852cb2
169,Reed Fire,Calaveras,CAL FIRE Tuolumne Calaveras Unit,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-20T15:27:00Z,2014-06-21T19:00:00Z,38.178241,120.679019,2b382ade-87e2-4cff-92f7-67328139d7eb
170,Oak Fire,Calaveras,CAL FIRE Tuolumne Calaveras Unit,85.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-06-22T12:37:00Z,2014-06-24T19:00:00Z,-120.66,38.058,06ae83a9-125e-4cf5-826e-8b541b2308fd
171,West Fire,Trinity,Shasta - Trinity National Forest,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-07-01T03:45:00Z,2014-07-03T10:45:00Z,-123.24,40.41,62c2a563-1768-4c94-ac71-694a553cfdf8
172,Butts Fire,"Napa, Lake",CAL FIRE Sonoma-Lake-Napa Unit,4300.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,2014-07-01T12:08:00Z,2014-07-09T18:00:00Z,-122.454,38.664,2437bb57-1d09-4892-8c26-a60661dae1d9
173,Modoc Lightning Complex,Modoc,Modoc National Forest,1651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-07-01T19:00:00Z,2014-07-03T10:30:00Z,-120.79,41.89,8f48a8a9-facf-49e8-92dc-ea1147e53792
174,Banner Fire,San Diego,CAL FIRE San Diego Unit,217.0,4.0,0.0,5.0,0.0,0.0,4.0,91.0,0.0,3.0,0.0,0.0,2014-07-03T10:43:00Z,2014-07-06T09:15:00Z,-116.576454,33.078948,d2623c2c-ff3d-419e-a129-b3aa542c05c4
175,Gulch Fire,Modoc,CAL FIRE Lassen-Modoc Unit / Modoc National Forest,1469.0,8.0,0.0,17.0,0.0,2.0,0.0,427.0,0.0,0.0,0.0,4.0,2014-07-03T15:46:00Z,2014-07-07T07:00:00Z,-120.904,41.489,00089805-cdee-4607-8b67-1653bee463bc
176,Monticello Fire,Yolo,CAL FIRE Sonoma-Lake-Napa Unit,6488.0,0.0,0.0,2.0,0.0,0.0,5.0,87.0,0.0,0.0,0.0,0.0,2014-07-04T21:32:00Z,2014-07-12T18:00:00Z,-122.104,38.512,756d8f5b-bc05-4741-a5a3-3b20ca21906d
177,Cassel Fire,Shasta,CAL FIRE Shasta-Trinity Unit,75.0,5.0,1.0,3.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,2.0,2014-07-05T18:44:00Z,2014-07-08T18:30:00Z,-121.3415,40.5719,0bc42201-27c2-4b3d-a329-ce44bc1261d9
178,Interlake Fire,San Luis Obispo,CAL FIRE San Benito-Monterey Unit,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-07-07T16:12:00Z,2014-07-08T18:30:00Z,-121.0226,35.8218,1df51ee3-c15a-4266-bf3d-d52272189cff
179,Hutto Fire,Nevada,CAL FIRE Nevada-Yuba-Placer,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-07-07T16:35:00Z,2014-07-08T06:56:00Z,-121.2687,39.1871,61506ea2-3f16-4aa6-ba54-d7788c3a2b35
